,2012-06-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,90,80,46,48,67,55,78,74,108,79,73,72
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,90,80,46,48,67,55,78,74,108,79,73,72
Working Capital Days,53,40,26,28,38,29,17,38,30,-19,-7,50
ROCE %,0,8,12,5,3,10,17,19,16,26,32,23
