,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01
Sales,15.39,16.06,0.13,0.15,4.26,2.43,12.65,9.4,0.00,1.55,0.00,0.00,0.00
Expenses,0.19,0.68,0.06,0.05,1.64,0.18,8.26,9.39,0.07,17.27,0.26,0.03,0.06
Operating Profit,15.2,15.38,0.07,0.1,2.62,2.25,4.39,0.01,-0.07,-15.72,-0.26,-0.03,-0.06
OPM %,98.77,95.77,53.85,66.67,61.5,92.59,34.7,0.11,,-1014.19,,,
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00
Profit before tax,15.2,15.38,0.07,0.1,2.62,2.25,4.39,0.01,-0.07,-15.72,-0.26,-0.03,-0.06
Tax %,21.58,26.4,-1828.57,470.0,37.79,40.89,27.79,2900.0,0.00,9.54,0.00,0.00,0.00
Net Profit,11.93,11.33,1.35,-0.38,1.63,1.33,3.17,-0.27,-0.07,-14.21,-0.26,-0.03,-0.06
EPS in Rs,0.24,0.22,0.03,-0.01,0.03,0.03,0.06,-0.01,-0.00,-0.28,-0.01,-0.00,-0.00
