,2004-03-01,2005-03-01,2006-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,64.0,69,58,95.0,60,50
Inventory Days,25.0,11,13,,,
Days Payable,65.0,62,68,,,
Cash Conversion Cycle,24.0,18,3,95.0,60,50
Working Capital Days,32.0,11,8,55.0,58,100
ROCE %,,30,19,,18,64
