,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,68.63,68.63,68.62,66.58,66.34
Public,31.37,31.37,31.38,33.41,33.64
No. of Shareholders,80.0,75.0,85.0,87.0,90.0
