,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.5,12.91,12.91
Reserves,9.29,41.06,25.32
Borrowings,51.06,108.82,151.42
Other Liabilities,52.16,24.76,39.03
Total Liabilities,122.01,187.55,228.68
Fixed Assets,27.79,28.08,103.31
CWIP,8.83,47.99,0.38
Investments,0.0,0.0,0.0
Other Assets,85.39,111.48,124.99
Total Assets,122.01,187.55,228.68
