,2022-03-01,2022-04-01,2022-09-01,2023-03-01,2023-09-01
Promoters,100.0,73.53,73.53,73.53,73.53
Public,0.0,26.47,26.48,26.46,26.48
No. of Shareholders,7.0,501.0,219.0,232.0,247.0
