,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,7.42,11.11,1.77,11.54,10.97
Inventory Days,1046.43,,124.31,76.64,132.74
Days Payable,352.51,,10.96,32.82,13.1
Cash Conversion Cycle,701.34,11.11,115.11,55.36,130.61
Working Capital Days,69.97,120.11,88.69,52.39,129.15
ROCE %,,20.05,30.39,19.99,10.79
