,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,96.0,135.0,162.0,128.0,160.0,174.0,200.0,158.0,185.0,199.0,235.0,190.0,226.0
Expenses,101.0,128.0,146.0,117.0,146.0,158.0,182.0,142.0,170.0,174.0,204.0,174.0,199.0
Operating Profit,-5.0,7.0,16.0,11.0,13.0,16.0,18.0,16.0,15.0,24.0,32.0,16.0,27.0
OPM %,-5.0,5.0,10.0,9.0,8.0,9.0,9.0,10.0,8.0,12.0,14.0,8.0,12.0
Other Income,1.0,2.0,-23.0,2.0,8.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0
Interest,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Depreciation,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Profit before tax,-9.0,5.0,-12.0,9.0,18.0,14.0,17.0,14.0,13.0,22.0,30.0,15.0,26.0
Tax %,27.0,17.0,19.0,26.0,17.0,25.0,23.0,25.0,25.0,26.0,25.0,25.0,25.0
Net Profit,-6.0,4.0,-9.0,7.0,15.0,11.0,13.0,10.0,10.0,16.0,23.0,11.0,20.0
EPS in Rs,-4.71,3.06,-6.92,4.96,10.77,7.79,9.71,7.66,7.34,12.03,16.58,8.27,14.4
