,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,7,14,-16,-14
Cash from Investing Activity,-9,-11,-12,-17
Cash from Financing Activity,5,-2,28,42
Net Cash Flow,3,1,1,11
