,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,93.48,128.4,150.83,117.66,142.49
Expenses,83.62,115.8,136.82,103.04,129.31
Operating Profit,9.86,12.6,14.01,14.62,13.18
OPM %,10.55,9.81,9.29,12.43,9.25
Other Income,0.31,0.27,1.0,0.52,0.87
Interest,2.22,3.59,2.94,3.43,3.24
Depreciation,1.2,0.66,1.06,1.03,1.39
Profit before tax,6.75,8.62,11.01,10.68,9.42
Tax %,18.52,19.37,16.89,23.03,15.39
Net Profit,5.5,6.95,9.15,8.21,7.98
EPS in Rs,13.52,17.09,2.64,2.37,1.65
