,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,297.0,360.0,427.0,480.0
Expenses,272.0,340.0,399.0,434.0
Operating Profit,25.0,20.0,28.0,46.0
OPM %,8.0,6.0,6.0,10.0
Other Income,2.0,4.0,2.0,1.0
Interest,14.0,12.0,12.0,12.0
Depreciation,2.0,3.0,4.0,4.0
Profit before tax,10.0,10.0,13.0,31.0
Tax %,30.0,43.0,30.0,18.0
Net Profit,7.0,5.0,9.0,25.0
EPS in Rs,17.7,13.42,23.31,7.22
