,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,32,53,70,70,82,94,93,115,91,61,105
Cash from Investing Activity,-4,-21,-31,-40,-82,-74,-49,-85,-129,-41,-54
Cash from Financing Activity,-29,-34,-34,-38,-2,-12,-50,-10,16,-21,-52
Net Cash Flow,0,-2,5,-9,-2,8,-6,20,-21,0,-1
