,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,7,7,7,7,7,7,7,7,7,7,7
Reserves,13,14,14,10,9,2,4,4,4,19,46,59,65
Borrowings,42,44,56,75,101,100,110,106,109,88,79,77,79
Other Liabilities,15,16,23,39,33,31,36,31,26,24,41,34,44
Total Liabilities,78,81,100,131,151,141,157,148,147,138,173,177,196
Fixed Assets,36,36,34,31,79,74,71,69,71,66,71,79,76
CWIP,0,0,3,48,2,3,3,3,0,1,7,1,14
Investments,4,4,0,0,0,0,0,0,0,0,0,0,0
Other Assets,37,41,63,53,70,64,83,76,76,71,95,97,105
Total Assets,78,81,100,131,151,141,157,148,147,138,173,177,196
