,2014-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,22,45,45,45,45,45,45
Reserves,224,377,420,514,641,786,830
Borrowings,212,392,298,162,158,61,63
Other Liabilities,149,147,141,181,205,182,147
Total Liabilities,608,961,904,901,1048,1074,1084
Fixed Assets,257,356,340,322,325,337,339
CWIP,2,9,10,2,2,7,8
Investments,0,0,0,1,0,25,92
Other Assets,349,597,554,575,721,705,646
Total Assets,608,961,904,901,1048,1074,1084
