,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,65.79,65.79,65.66,65.66
FIIs,7.49,6.63,5.48,3.33
DIIs,9.27,10.9,10.87,11.04
Public,15.48,15.1,16.46,19.04
Others,1.98,1.57,1.53,0.94
No. of Shareholders,127797.0,98419.0,87989.0,81921.0
