,2022-03-01,2022-11-01,2023-03-01
Debtor Days,,677.53,393.75
Inventory Days,,245.07,89.82
Days Payable,,40.7,-23.95
Cash Conversion Cycle,,881.9,507.52
Working Capital Days,,848.62,832.03
ROCE %,,,
