,2022-03-01,2022-11-01,2023-03-01,2023-09-01
Equity Capital,23.18,15.0,23.18,23.18
Reserves,,1.26,15.29,15.36
Borrowings,,6.18,0.03,0.98
Other Liabilities,,2.04,-0.02,1.81
Total Liabilities,,24.48,38.48,41.33
Fixed Assets,,0.01,0.01,0.01
CWIP,,0.0,0.0,0.0
Investments,,0.0,8.67,8.67
Other Assets,,24.47,29.8,32.65
Total Assets,,24.48,38.48,41.33
