,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,7.24,7.24,7.23,7.24,0.0,43.77,43.77,43.77
DIIs,8.57,8.59,8.57,8.57,8.57,0.0,0.0,0.0
Public,84.19,84.17,84.2,84.19,91.43,56.23,56.25,56.23
No. of Shareholders,26058.0,24380.0,23426.0,22573.0,22229.0,33882.0,33109.0,33297.0
