,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5660.0,6033.0,6947.0,6531.0,6122.0,7990.0,8797.0,9387.0,8336.0,7866.0,8509.0,7282.0,6792.0
Expenses,2708.0,2764.0,3072.0,2973.0,2787.0,3620.0,3834.0,4249.0,3928.0,4159.0,4250.0,3934.0,3653.0
Operating Profit,2952.0,3269.0,3875.0,3558.0,3335.0,4370.0,4963.0,5138.0,4408.0,3707.0,4259.0,3348.0,3139.0
OPM %,52.0,54.0,56.0,54.0,54.0,55.0,56.0,55.0,53.0,47.0,50.0,46.0,46.0
Other Income,390.0,450.0,295.0,215.0,311.0,279.0,277.0,310.0,367.0,349.0,356.0,287.0,231.0
Interest,68.0,135.0,131.0,92.0,82.0,50.0,66.0,44.0,51.0,62.0,176.0,218.0,232.0
Depreciation,652.0,639.0,696.0,658.0,702.0,741.0,816.0,731.0,798.0,807.0,928.0,801.0,825.0
Profit before tax,2622.0,2945.0,3343.0,3023.0,2862.0,3858.0,4358.0,4673.0,3926.0,3187.0,3511.0,2616.0,2313.0
Tax %,26.0,25.0,26.0,34.0,30.0,30.0,33.0,34.0,32.0,32.0,26.0,25.0,25.0
Net Profit,1940.0,2200.0,2481.0,1983.0,2017.0,2701.0,2929.0,3093.0,2681.0,2157.0,2589.0,1970.0,1737.0
EPS in Rs,4.59,5.21,5.87,4.69,4.77,6.39,6.93,7.32,6.35,5.1,6.13,4.66,4.11
