,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2114.0,2746.0,2943.0,1855.0,3007.0,3372.0,3970.0,2737.0,3332.0,3715.0,4324.0,3889.0,4218.0
Expenses,1801.0,2396.0,2539.0,1723.0,2714.0,3010.0,3494.0,2427.0,2906.0,3212.0,3721.0,3341.0,3609.0
Operating Profit,312.0,350.0,404.0,132.0,293.0,362.0,476.0,310.0,427.0,503.0,603.0,549.0,609.0
OPM %,15.0,13.0,14.0,7.0,10.0,11.0,12.0,11.0,13.0,14.0,14.0,14.0,14.0
Other Income,33.0,52.0,36.0,25.0,30.0,90.0,17.0,44.0,-2.0,40.0,52.0,64.0,35.0
Interest,11.0,7.0,13.0,10.0,5.0,8.0,13.0,8.0,14.0,9.0,28.0,25.0,27.0
Depreciation,46.0,45.0,46.0,49.0,51.0,51.0,50.0,51.0,52.0,52.0,53.0,57.0,60.0
Profit before tax,288.0,350.0,381.0,98.0,267.0,392.0,430.0,295.0,358.0,481.0,573.0,530.0,557.0
Tax %,23.0,25.0,26.0,23.0,25.0,19.0,24.0,24.0,24.0,25.0,25.0,24.0,23.0
Net Profit,222.0,264.0,283.0,75.0,201.0,316.0,325.0,223.0,271.0,361.0,428.0,403.0,430.0
EPS in Rs,14.8,17.61,18.87,4.96,13.26,21.05,21.56,14.69,17.91,23.89,28.36,26.67,28.37
