,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,104,84,92,90,68,67,92,117,86,122,230
Cash from Investing Activity,-70,-45,18,146,-78,41,496,12,3,4,-189
Cash from Financing Activity,-135,-103,-110,-225,-1,-119,-584,-123,-95,-122,-47
Net Cash Flow,-101,-64,1,11,-11,-12,4,7,-6,4,-6
