,2023-03-01,2023-09-01
Equity Capital,0.01,2.6
Reserves,0.19,0.4
Borrowings,1.92,2.13
Other Liabilities,6.89,5.37
Total Liabilities,9.01,10.5
Fixed Assets,0.04,0.43
CWIP,0.0,0.0
Investments,0.0,0.0
Other Assets,8.97,10.07
Total Assets,9.01,10.5
