,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.06,0.05,0.00,0.1,0.51,1.09,1.96,3.03,5.37,8.3,9.54,4.86
Expenses,0.01,0.06,0.68,0.01,0.17,0.83,0.94,1.6,2.72,4.02,6.76,7.32,3.43
Operating Profit,-0.01,0.00,-0.63,-0.01,-0.07,-0.32,0.15,0.36,0.31,1.35,1.54,2.22,1.43
OPM %,,0.00,-1260.0,,-70.0,-62.75,13.76,18.37,10.23,25.14,18.55,23.27,29.42
Other Income,0.00,0.00,0.0,0.00,0.61,0.0,0.0,0.0,0.22,0.11,-0.15,0.2,0.13
Interest,0.00,0.00,0.0,0.00,0.0,0.0,0.1,0.08,0.1,0.17,0.3,0.39,0.2
Depreciation,0.00,0.00,0.0,0.00,0.0,0.02,0.3,0.0,0.65,1.19,0.78,1.09,1.11
Profit before tax,-0.01,0.00,-0.63,-0.01,0.54,-0.34,-0.25,0.28,-0.22,0.1,0.31,0.94,0.25
Tax %,0.00,,-1.59,0.00,0.0,0.0,-44.0,0.0,0.0,0.0,61.29,26.6,24.0
Net Profit,-0.01,0.00,-0.64,-0.01,0.54,-0.33,-0.36,0.28,-0.22,0.1,0.12,0.7,0.2
EPS in Rs,-0.01,0.00,-0.47,-0.01,0.4,-0.24,-0.27,0.21,-0.16,0.07,0.09,0.52,0.15
