,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,20,30,31,31,31,31,31,31,31,31,31,31
Reserves,81,102,189,220,264,335,368,398,391,408,407,408,408
Borrowings,84,78,51,58,44,22,140,118,124,95,100,121,123
Other Liabilities,63,70,89,132,133,117,266,122,126,165,138,166,170
Total Liabilities,248,271,360,440,471,504,805,670,673,700,677,726,733
Fixed Assets,106,122,126,121,138,158,320,383,394,370,378,379,370
CWIP,6,3,1,1,12,3,44,23,11,10,11,13,25
Investments,29,29,21,26,34,174,50,34,28,1,21,17,4
Other Assets,107,117,212,292,288,169,391,231,240,320,267,318,333
Total Assets,248,271,360,440,471,504,805,670,673,700,677,726,733
