,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,123.0,178,109,95,150
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,123.0,178,109,95,150
Working Capital Days,60.0,-232,-33,-69,24
ROCE %,,20,22,71,87
