,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.0,3.0,7.0,25.0,88.0,114
Expenses,1.0,2.0,6.0,22.0,77.0,102
Operating Profit,0.0,1.0,2.0,4.0,11.0,12
OPM %,32.0,27.0,23.0,15.0,13.0,10
Other Income,0.0,0.0,0.0,0.0,0.0,1
Interest,0.0,0.0,0.0,0.0,0.0,0
Depreciation,0.0,0.0,1.0,1.0,3.0,3
Profit before tax,0.0,0.0,1.0,3.0,9.0,9
Tax %,26.0,26.0,7.0,19.0,25.0,
Net Profit,0.0,0.0,1.0,2.0,6.0,7
EPS in Rs,0.14,0.23,0.53,11.63,15.04,14.26
