,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.01,-0.5700000000000001,-0.01,-0.8200000000000001,-2.48,-2.18,0.5,0.72,1.34,-3.5700000000000003,-3.6
Cash from Investing Activity,0.0,-0.04,-0.01,-0.2,-0.76,-1.27,-0.49,-0.3,-0.59,-2.5,-2.01
Cash from Financing Activity,0.02,0.6000000000000001,0.06,1.06,3.19,3.46,0.11,-0.49,-0.73,6.14,8.87
Net Cash Flow,0.03,-0.01,0.04,0.05,-0.05,0.01,0.12,-0.07,0.03,0.07,3.26
