,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,29.61,26.72,28.85,21.91,34.62,25.8,28.3,27.82,28.56,26.15,34.8,26.95,22.66
Expenses,24.5,22.8,22.4,17.2,29.32,21.88,23.83,23.54,26.61,26.52,29.57,23.49,24.47
Operating Profit,5.11,3.92,6.45,4.71,5.3,3.92,4.47,4.28,1.95,-0.37,5.23,3.46,-1.81
OPM %,17.26,14.67,22.36,21.5,15.31,15.19,15.8,15.38,6.83,-1.41,15.03,12.84,-7.99
Other Income,0.53,0.63,0.42,0.71,0.34,0.09,0.47,0.14,0.07,0.47,-0.07,0.03,0.03
Interest,0.51,0.43,0.69,0.36,0.43,0.36,1.28,0.77,1.01,2.47,11.81,3.43,3.34
Depreciation,1.32,1.32,1.28,1.27,1.29,1.32,1.3,1.4,1.55,3.16,3.53,3.64,4.22
Profit before tax,3.81,2.8,4.9,3.79,3.92,2.33,2.36,2.25,-0.54,-5.53,-10.18,-3.58,-9.34
Tax %,22.05,13.57,24.49,26.39,26.02,36.05,17.8,30.22,14.81,23.51,26.52,31.01,26.23
Net Profit,2.97,2.42,3.7,2.79,2.9,1.49,1.94,1.57,-0.46,-4.23,-7.48,-2.47,-6.89
EPS in Rs,2.39,1.94,2.97,2.24,2.33,1.2,1.56,1.26,-0.37,-3.4,-6.01,-1.98,-5.53
