,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,702.0,932.0,941.0,1085.0,988.0,1098.0,1229.0,1196.0,959.0,1036.0,1042.0,976.0,913.0
Expenses,644.0,784.0,830.0,1006.0,941.0,1066.0,1143.0,1125.0,980.0,1008.0,1008.0,946.0,863.0
Operating Profit,58.0,148.0,111.0,79.0,47.0,32.0,86.0,71.0,-21.0,27.0,34.0,31.0,50.0
OPM %,8.0,16.0,12.0,7.0,5.0,3.0,7.0,6.0,-2.0,3.0,3.0,3.0,5.0
Other Income,8.0,9.0,12.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,14.0,9.0,9.0
Interest,8.0,6.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0
Depreciation,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Profit before tax,49.0,143.0,107.0,74.0,41.0,29.0,82.0,66.0,-27.0,22.0,34.0,27.0,46.0
Tax %,25.0,25.0,27.0,25.0,26.0,26.0,30.0,25.0,24.0,25.0,26.0,27.0,26.0
Net Profit,36.0,106.0,78.0,55.0,31.0,22.0,57.0,49.0,-21.0,17.0,25.0,19.0,34.0
EPS in Rs,25.81,75.6,55.3,39.11,21.78,15.35,40.72,34.98,-14.59,11.73,17.91,13.78,24.2
