,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.07,8.47,9.69,9.2,8.0,8.72,9.29,10.65,9.71,1.72,4.31,10.26,11.59
Expenses,8.43,7.44,8.27,8.32,7.49,8.19,8.96,9.82,9.54,2.63,4.42,8.48,9.41
Operating Profit,1.64,1.03,1.42,0.88,0.51,0.53,0.33,0.83,0.17,-0.91,-0.11,1.78,2.18
OPM %,16.29,12.16,14.65,9.57,6.38,6.08,3.55,7.79,1.75,-52.91,-2.55,17.35,18.81
Other Income,0.42,0.26,0.13,0.28,0.17,0.2,0.23,0.13,0.12,0.01,0.05,0.08,0.11
Interest,0.18,0.24,0.27,0.26,0.1,0.08,0.17,0.2,0.19,0.14,0.13,0.15,0.16
Depreciation,0.7,0.77,0.87,0.68,0.65,0.7,0.7,0.77,0.67,0.6,0.52,0.54,0.53
Profit before tax,1.18,0.28,0.41,0.22,-0.07,-0.05,-0.31,-0.01,-0.57,-1.64,-0.71,1.17,1.60
Tax %,29.66,28.57,41.46,22.73,128.57,20.0,80.65,100.0,-33.33,7.93,-7.04,36.75,
Net Profit,0.83,0.2,0.25,0.17,0.02,-0.04,-0.06,0.0,-0.76,-1.51,-0.77,0.74,1.16
EPS in Rs,0.91,0.22,0.27,0.19,0.02,-0.04,-0.07,0.0,-0.83,-1.66,-0.84,0.81,1.28
