,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.71,11.46,8.63,10.89,21.39,19.0,15.72,20.6,46.8,35.34,34.42,21.64,24.39
Expenses,9.67,10.43,9.56,11.33,19.4,15.28,13.19,15.09,43.55,31.81,29.31,20.67,18.94
Operating Profit,-0.96,1.03,-0.93,-0.44,1.99,3.72,2.53,5.51,3.25,3.53,5.11,0.97,5.45
OPM %,-11.02,8.99,-10.78,-4.04,9.3,19.58,16.09,26.75,6.94,9.99,14.85,4.48,22.35
Other Income,2.03,1.5,2.03,1.3,0.87,1.32,2.45,2.88,1.37,0.07,0.3,1.37,1.34
Interest,0.53,1.19,0.78,0.58,0.78,1.28,2.44,2.91,1.72,1.54,1.26,1.04,0.94
Depreciation,0.75,0.67,0.53,0.45,0.42,0.4,0.63,0.83,0.66,1.21,0.95,0.99,0.99
Profit before tax,-0.21,0.67,-0.21,-0.17,1.66,3.36,1.91,4.65,2.24,0.85,3.2,0.31,4.86
Tax %,-33.33,13.43,9.52,11.76,0.0,25.3,64.4,33.76,30.8,211.76,19.69,170.97,
Net Profit,-0.28,0.58,-0.19,-0.16,1.66,2.5,0.68,3.08,1.55,-0.94,2.56,-0.22,3.22
EPS in Rs,-0.12,0.25,-0.08,-0.07,0.72,1.02,-2.82,1.4,0.76,-0.3,1.21,-0.01,1.35
