,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,45.8,45.8,49.27,49.27,49.27
Public,54.2,54.2,50.73,50.73,50.72
No. of Shareholders,259.0,297.0,338.0,360.0,357.0
