,2011-12-01,2012-12-01,2013-12-01,2014-12-01,2015-12-01,2016-12-01,2017-12-01,2018-12-01,2019-12-01,2020-12-01,2021-12-01,2022-12-01,2023-06-01
Equity Capital,35,35,35,35,35,35,35,35,35,35,35,35,35
Reserves,391,433,477,522,568,625,676,723,794,856,976,1108,1159
Borrowings,63,17,3,24,1,7,13,43,60,62,3,3,3
Other Liabilities,257,269,284,332,347,321,354,449,547,588,596,679,772
Total Liabilities,746,754,799,914,951,988,1077,1250,1436,1540,1609,1825,1969
Fixed Assets,153,158,181,191,194,219,308,321,307,318,311,350,366
CWIP,7,27,8,10,14,16,4,4,34,25,39,25,43
Investments,38,43,48,50,51,54,58,60,64,66,70,74,74
Other Assets,548,526,561,663,691,699,707,865,1030,1130,1190,1375,1486
Total Assets,746,754,799,914,951,988,1077,1250,1436,1540,1609,1825,1969
