,2006-03-01,2007-03-01,2008-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,-4,1,11,71,26,35,57,52,-169,-18
Cash from Investing Activity,-12,-7,-10,-10,-29,-39,-28,-58,-60,4,-24
Cash from Financing Activity,9,12,9,-14,-14,-11,-15,-7,14,164,39
Net Cash Flow,1,1,0,-13,28,-24,-7,-8,6,-1,-2
