,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,76.47,101.71,91.17,32.18,85.56,102.84,94.84,106.69,123.05,133.11,150.27,59.65,153.17
Expenses,74.26,98.91,96.62,38.39,89.0,108.7,95.48,105.07,116.24,119.52,136.03,63.9,135.97
Operating Profit,2.21,2.8,-5.45,-6.21,-3.44,-5.86,-0.64,1.62,6.81,13.59,14.24,-4.25,17.2
OPM %,2.89,2.75,-5.98,-19.3,-4.02,-5.7,-0.67,1.52,5.53,10.21,9.48,-7.12,11.23
Other Income,0.54,0.41,0.39,0.25,0.5,0.41,0.14,0.4,0.67,0.4,0.03,0.39,0.14
Interest,0.16,0.24,0.17,0.44,1.55,2.92,3.38,3.13,3.92,5.07,4.36,3.88,2.96
Depreciation,1.67,1.66,1.61,1.76,1.72,3.19,3.09,3.07,3.47,4.53,4.43,4.5,4.57
Profit before tax,0.92,1.31,-6.84,-8.16,-6.21,-11.56,-6.97,-4.18,0.09,4.39,5.48,-12.24,9.81
Tax %,32.61,23.66,22.81,21.2,27.38,23.79,17.79,12.68,233.33,18.91,39.05,23.12,27.32
Net Profit,2.07,1.25,-5.15,-6.21,-4.19,-8.81,-5.73,-3.65,-0.12,3.56,3.34,-9.41,7.13
EPS in Rs,0.94,0.57,-2.35,-2.83,-1.91,-4.01,-2.61,-1.66,-0.01,1.75,1.61,-3.47,2.74
