,2022-03-01,2023-03-01,2023-09-01
Promoters,71.18,71.34,71.38
FIIs,1.02,1.2,1.14
DIIs,0.47,0.03,0.04
Government,0.02,0.02,0.02
Public,27.31,27.39,27.4
No. of Shareholders,92185.0,94778.0,95742.0
