,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,72.62,71.19,71.18,71.11,71.12,71.21,71.34,71.37,71.38
FIIs,0.78,1.16,1.02,1.38,1.4,1.15,1.2,1.16,1.14
DIIs,0.0,0.0,0.47,0.22,0.19,0.17,0.03,0.04,0.04
Government,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Public,26.59,27.66,27.31,27.27,27.26,27.44,27.39,27.39,27.4
No. of Shareholders,100421.0,98578.0,92185.0,93147.0,97396.0,97016.0,94778.0,95833.0,95742.0
