,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,132.0,155.0,162.0,113.0,130.0,115.0,112.0,118.0,134.0,103.0,115.0,108.0,117.0
Expenses,108.0,124.0,131.0,99.0,122.0,87.0,90.0,101.0,122.0,94.0,104.0,99.0,108.0
Operating Profit,25.0,31.0,31.0,13.0,8.0,28.0,22.0,17.0,12.0,9.0,11.0,9.0,9.0
OPM %,19.0,20.0,19.0,12.0,6.0,24.0,20.0,14.0,9.0,9.0,10.0,9.0,8.0
Other Income,1.0,1.0,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0
Interest,15.0,14.0,16.0,18.0,8.0,12.0,12.0,12.0,13.0,12.0,12.0,13.0,14.0
Depreciation,13.0,13.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
Profit before tax,-2.0,5.0,6.0,-13.0,-9.0,4.0,2.0,-3.0,-9.0,-11.0,-9.0,-13.0,-13.0
Tax %,165.0,-139.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-14.0
Net Profit,1.0,12.0,-5.0,-13.0,-9.0,4.0,2.0,-3.0,-9.0,-11.0,-11.0,-13.0,-15.0
EPS in Rs,0.12,0.98,-0.42,-1.09,-0.72,0.35,0.15,-0.26,-0.75,-0.93,-0.9,-1.03,-1.24
