,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,0.59,0.0,0.59,0.59,0.59,0.59,0.59,0.59
Public,99.41,100.0,99.41,99.41,99.41,99.41,99.4,99.4
No. of Shareholders,2774.0,2589.0,2537.0,2561.0,2561.0,3674.0,3698.0,3965.0
