,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,22.84,21.39,27.06,27.08
Expenses,18.85,18.89,23.42,23.95
Operating Profit,3.99,2.5,3.64,3.13
OPM %,17.47,11.69,13.45,11.56
Other Income,0.37,0.01,0.22,0.05
Interest,0.61,0.65,0.74,0.75
Depreciation,0.13,0.13,0.14,0.16
Profit before tax,3.62,1.73,2.98,2.27
Tax %,26.52,25.43,23.83,25.11
Net Profit,2.66,1.28,2.27,1.7
EPS in Rs,12.91,2.07,2.68,2.01
