,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01
Promoters,60.29,60.29,60.29,60.29,60.29,60.32
Public,39.71,39.71,39.71,39.71,39.71,39.68
No. of Shareholders,205.0,213.0,216.0,218.0,223.0,245.0
