,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,71.51,71.51,71.51,71.51,71.51
Public,28.49,28.5,28.48,28.49,28.49
No. of Shareholders,369.0,999.0,1265.0,1874.0,3361.0
