,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.28,74.28,74.28,74.28,74.28,74.28,74.28,74.28
Public,25.72,25.72,25.72,25.72,25.72,25.72,25.71,25.71
No. of Shareholders,50.0,56.0,37.0,39.0,41.0,34.0,35.0,40.0
