,2022-03-01,2023-03-01
Debtor Days,144.23,178.76
Inventory Days,671.83,465.87
Days Payable,233.5,194.63
Cash Conversion Cycle,582.56,450.0
Working Capital Days,436.97,372.37
ROCE %,,6.54
