,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,38,38,38,38,38,38,38,38,38,39,39,39,39
Reserves,357,465,638,847,1560,1865,2182,2681,3182,5028,5198,4331,4431
Borrowings,353,187,109,264,114,89,708,1128,1747,584,717,722,869
Other Liabilities,304,358,432,493,718,698,1013,931,1022,1058,1167,1090,1116
Total Liabilities,1052,1048,1217,1641,2429,2689,3941,4778,5989,6709,7122,6183,6455
Fixed Assets,268,344,397,547,708,799,993,1158,1552,1788,1798,2398,2603
CWIP,58,32,21,83,93,396,1010,1551,1846,2183,2304,601,478
Investments,3,3,3,2,87,50,42,49,18,236,118,96,98
Other Assets,723,668,796,1009,1541,1444,1896,2019,2573,2502,2902,3087,3277
Total Assets,1052,1048,1217,1641,2429,2689,3941,4778,5989,6709,7122,6183,6455
