,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,25.21,26.54,28.53,22.4,37.42,40.61,34.82,43.07,46.12,38.63,36.82,35.39,36.81
Expenses,20.76,24.68,27.63,20.32,32.39,35.94,33.56,36.51,37.66,32.54,32.26,29.62,31.12
Operating Profit,4.45,1.86,0.9,2.08,5.03,4.67,1.26,6.56,8.46,6.09,4.56,5.77,5.69
OPM %,17.65,7.01,3.15,9.29,13.44,11.5,3.62,15.23,18.34,15.76,12.38,16.3,15.46
Other Income,0.42,0.53,0.16,0.18,0.71,0.2,1.13,0.18,1.99,0.33,0.8,0.33,0.44
Interest,0.03,-0.04,0.05,0.02,0.08,0.1,0.12,0.22,0.0,0.06,0.06,0.07,0.01
Depreciation,1.2,1.13,1.06,1.11,1.17,1.26,1.05,1.41,1.41,1.26,1.43,1.04,1.09
Profit before tax,3.64,1.3,-0.05,1.13,4.49,3.51,1.22,5.11,9.04,5.1,3.87,4.99,5.03
Tax %,27.47,42.31,420.0,25.66,25.17,31.34,9.02,25.44,25.33,25.1,28.94,25.45,25.05
Net Profit,2.63,0.75,0.17,0.85,3.36,2.42,1.1,3.81,6.75,3.81,2.75,3.72,3.77
EPS in Rs,5.74,1.77,0.4,2.01,7.94,5.72,2.6,9.0,15.95,9.0,6.5,8.79,8.91
