,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,59.08,59.08,59.08,59.08,59.08,59.08,59.08,65.65
Public,40.92,40.92,40.92,40.92,40.92,40.92,40.92,34.35
No. of Shareholders,1068.0,981.0,984.0,995.0,1079.0,1236.0,1387.0,1491.0
