,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2.33,-1.39,-2.84,-3.97,-4.41,-23.16,-1.36
Cash from Investing Activity,-0.09,2.34,-55.21,-3.73,0.25,22.8,-0.29
Cash from Financing Activity,-2.05,-1.36,68.66,0.87,2.34,-0.01,0.0
Net Cash Flow,0.2,-0.41,10.61,-6.83,-1.82,-0.36,-1.66
