,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.0,72.0,72.68,73.05,73.05,73.04,73.04,73.04
FIIs,12.79,11.17,7.73,6.91,4.8,6.86,5.78,5.61
DIIs,4.02,4.89,7.31,8.2,12.36,11.19,13.71,14.48
Public,11.2,11.95,12.28,11.84,9.8,8.91,7.45,6.86
No. of Shareholders,31676.0,45192.0,53831.0,54154.0,47649.0,66466.0,62103.0,58830.0
