,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-583,2190,-3248,-2464,1612,2826,2073
Cash from Investing Activity,-1559,113,-448,-1087,-215,-1785,-4554
Cash from Financing Activity,2409,-2441,4198,3812,-803,-819,2640
Net Cash Flow,267,-137,503,261,594,222,159
