,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,10,13,13,13,22,22,22,33,99,99,99
Reserves,36,38,34,56,70,170,177,195,225,232,236,292,299
Borrowings,61,56,54,48,49,139,327,357,365,387,378,317,314
Other Liabilities,19,28,28,26,33,123,236,168,158,147,165,159,152
Total Liabilities,117,123,127,143,165,445,761,742,770,799,878,867,864
Fixed Assets,43,38,32,30,51,128,271,286,263,244,270,241,232
CWIP,0,0,0,5,13,36,19,23,30,33,3,9,2
Investments,0,0,0,0,0,1,3,22,22,22,50,33,33
Other Assets,75,86,95,108,101,281,469,411,455,499,554,583,597
Total Assets,117,123,127,143,165,445,761,742,770,799,878,867,864
