,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,72.96,309.21,211.42,185.31,248.71,276.01,241.74,129.13,137.23,153.28,463.5,351.62,253.9
Expenses,54.76,371.57,282.71,199.36,241.41,269.33,242.16,122.54,153.66,155.14,419.68,352.59,253.69
Operating Profit,18.2,-62.36,-71.29,-14.05,7.3,6.68,-0.42,6.59,-16.43,-1.86,43.82,-0.97,0.21
OPM %,24.95,-20.17,-33.72,-7.58,2.94,2.42,-0.17,5.1,-11.97,-1.21,9.45,-0.28,0.08
Other Income,14.68,11.46,33.6,11.25,4.03,2.39,13.01,5.09,11.64,2.75,8.15,4.68,3.08
Interest,50.79,-29.95,0.28,3.12,3.36,4.77,15.52,10.25,3.14,3.99,36.54,2.5,1.52
Depreciation,1.39,1.35,1.3,1.12,1.15,0.93,0.81,0.79,0.74,0.74,0.93,0.66,0.62
Profit before tax,-19.3,-22.3,-39.27,-7.04,6.82,3.37,-3.74,0.64,-8.67,-3.84,14.5,0.55,1.15
Tax %,10.16,-20.94,8.99,64.06,-4.4,31.16,-70.59,79.69,0.12,-32.81,5.66,18.18,67.83
Net Profit,-13.83,-27.26,-44.76,-1.86,7.09,1.01,-6.38,0.41,-8.67,-5.1,13.68,0.45,0.37
EPS in Rs,-3.75,-7.48,-12.06,-0.5,1.93,0.3,-1.52,0.1,-1.78,-1.24,3.01,0.09,0.07
