,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,8,8,8,8,8,9,10,11.0
Reserves,462,464,450,464,460,372,457,412,376,254,277,315,329.0
Preference Capital,0,0,0,0,0,0,0,0,0,0,34,18,
Borrowings,769,834,1019,842,1206,1236,1406,1446,1528,1844,1812,1754,1755.0
Other Liabilities,774,882,1111,1389,1580,1382,1496,1630,1086,615,708,714,712.0
Total Liabilities,2014,2189,2588,2703,3253,2998,3367,3496,2998,2720,2805,2793,2807.0
Fixed Assets,220,225,208,319,643,308,303,291,122,117,133,129,128.0
CWIP,191,304,442,87,96,54,48,46,56,56,56,56,56.0
Investments,144,138,133,180,142,194,152,172,119,70,65,59,99.0
Other Assets,1458,1520,1805,2116,2372,2442,2863,2986,2701,2478,2551,2549,2523.0
Total Assets,2014,2189,2588,2703,3253,2998,3367,3496,2998,2720,2805,2793,2807.0
