,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-0.32,-0.34
Cash from Investing Activity,,0.0,0.0
Cash from Financing Activity,,0.32,0.36
Net Cash Flow,,0.0,0.02
