,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,24.28,24.28,24.28,24.28
Reserves,,12.68,12.64,6.29
Borrowings,,2.85,3.24,3.47
Other Liabilities,,0.94,1.22,1.35
Total Liabilities,,40.75,41.38,35.39
Fixed Assets,,0.0,0.0,0.0
CWIP,,0.0,0.0,0.0
Investments,,40.74,41.35,35.36
Other Assets,,0.01,0.03,0.03
Total Assets,,40.75,41.38,35.39
