,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,9.8,3.62,3.62,3.32,3.3,3.3,3.3,3.3,3.3
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,90.19,96.37,96.37,96.67,96.69,96.69,96.69,96.69,96.69
No. of Shareholders,11811.0,11787.0,11486.0,11073.0,10902.0,10658.0,10431.0,10285.0,10266.0
