,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,25.91,30.51,47.42,1.71,2.06,3.36,4.5,5.1,14.66,42.43,44.91,40.35,38.92
Expenses,30.46,40.12,94.54,2.88,2.55,2.86,2.53,3.12,12.79,40.64,43.52,38.3,40.06
Operating Profit,-4.55,-9.61,-47.12,-1.17,-0.49,0.5,1.97,1.98,1.87,1.79,1.39,2.05,-1.14
OPM %,-17.56,-31.5,-99.37,-68.42,-23.79,14.88,43.78,38.82,12.76,4.22,3.1,5.08,-2.93
Other Income,0.97,0.16,4.75,0.63,0.05,0.05,101.49,0.02,0.04,0.15,2.75,0.86,4.08
Interest,4.62,9.69,17.21,0.07,0.01,0.01,-0.07,0.06,0.06,0.06,-0.08,0.0,0.0
Depreciation,0.34,0.31,1.02,0.26,0.28,0.28,-0.28,0.13,0.18,0.16,0.16,0.15,0.15
Profit before tax,-8.54,-19.45,-60.6,-0.87,-0.73,0.26,103.81,1.81,1.67,1.72,4.06,2.76,2.79
Tax %,33.26,33.42,35.63,-1017.24,-352.05,-473.08,24.55,27.62,27.54,27.91,27.83,27.9,31.18
Net Profit,-5.71,-12.95,-39.01,-9.72,-3.3,1.49,78.32,1.3,1.2,1.24,2.93,1.99,1.92
EPS in Rs,-5.23,-11.87,-35.76,-8.91,-3.03,1.37,71.79,23.83,1.1,1.14,2.69,1.83,1.76
