,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,53.3,53.3,53.3,53.3,53.3,53.3,90.01,90.01
Public,46.7,46.7,46.7,46.7,46.7,46.7,9.99,9.97
No. of Shareholders,381.0,341.0,380.0,354.0,817.0,4944.0,3317.0,3031.0
