,2011-12-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,40,40,40,40,40,40,40,40,40,40,40,40,40
Reserves,441,417,375,374,411,438,524,724,936,935,1054,1542,1718
Borrowings,478,449,564,502,477,359,208,15,9,44,59,55,14
Other Liabilities,299,302,336,330,340,317,325,407,336,313,345,367,447
Total Liabilities,1257,1208,1315,1246,1268,1155,1097,1186,1321,1333,1498,2005,2219
Fixed Assets,807,821,877,833,820,798,742,707,680,619,585,577,594
CWIP,61,22,10,16,17,3,4,8,2,9,8,29,38
Investments,16,16,15,15,15,10,15,16,44,219,383,887,1079
Other Assets,373,348,413,382,415,344,336,455,595,486,523,512,508
Total Assets,1257,1208,1315,1246,1268,1155,1097,1186,1321,1333,1498,2005,2219
