,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-0.96,14.5,-62.63,4.09
Cash from Investing Activity,,-0.24,-7.98,-1.87,-0.07
Cash from Financing Activity,,4.16,-7.97,62.64,-2.03
Net Cash Flow,,2.96,-1.44,-1.86,1.99
