,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.49,74.75,74.92,73.0,73.0
Public,26.51,25.25,25.08,27.0,27.02
No. of Shareholders,114.0,97.0,1558.0,3041.0,5657.0
