,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,0.66,-5.51,-7.47
Cash from Investing Activity,,0.43,-1.9,-3.77
Cash from Financing Activity,,-1.07,7.51,11.24
Net Cash Flow,,0.02,0.1,-0.01
