,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,56.07,56.07,56.07,56.07,56.07,56.07,56.07,56.07
FIIs,4.35,5.82,6.33,6.37,10.79,9.99,9.52,10.78
DIIs,21.83,21.55,21.95,23.81,27.71,26.83,29.39,28.1
Public,17.75,16.56,15.65,13.75,5.43,7.11,5.03,5.06
No. of Shareholders,18649.0,19567.0,22957.0,26090.0,60940.0,77879.0,77014.0,79243.0
