,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.17,71.29,71.68,71.68,71.67,71.67,71.67,71.67
Government,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0
Public,28.83,26.18,28.32,28.32,28.33,28.33,28.33,28.33
No. of Shareholders,4799.0,3938.0,3788.0,3641.0,3580.0,6032.0,5840.0,5665.0
